Incident_DRUG_TYPE_0,Incident_DRUG_TYPE_1,Incident_DRUG_TYPE_10,Incident_DRUG_TYPE_11,Incident_DRUG_TYPE_12,Incident_DRUG_TYPE_13,Incident_DRUG_TYPE_14,Incident_DRUG_TYPE_15,Incident_DRUG_TYPE_16,Incident_DRUG_TYPE_17,Incident_DRUG_TYPE_18,Incident_DRUG_TYPE_2,Incident_DRUG_TYPE_3,Incident_DRUG_TYPE_4,Incident_DRUG_TYPE_5,Incident_DRUG_TYPE_6,Incident_DRUG_TYPE_7,Incident_DRUG_TYPE_8,Incident_DRUG_TYPE_9,Incident_PRIMARY_DIAGNOSIS,Incident_SYMPTOM_TYPE_0,Incident_SYMPTOM_TYPE_1,Incident_SYMPTOM_TYPE_10,Incident_SYMPTOM_TYPE_11,Incident_SYMPTOM_TYPE_12,Incident_SYMPTOM_TYPE_13,Incident_SYMPTOM_TYPE_14,Incident_SYMPTOM_TYPE_15,Incident_SYMPTOM_TYPE_16,Incident_SYMPTOM_TYPE_17,Incident_SYMPTOM_TYPE_18,Incident_SYMPTOM_TYPE_19,Incident_SYMPTOM_TYPE_2,Incident_SYMPTOM_TYPE_20,Incident_SYMPTOM_TYPE_21,Incident_SYMPTOM_TYPE_22,Incident_SYMPTOM_TYPE_23,Incident_SYMPTOM_TYPE_24,Incident_SYMPTOM_TYPE_25,Incident_SYMPTOM_TYPE_26,Incident_SYMPTOM_TYPE_27,Incident_SYMPTOM_TYPE_28,Incident_SYMPTOM_TYPE_29,Incident_SYMPTOM_TYPE_3,Incident_SYMPTOM_TYPE_4,Incident_SYMPTOM_TYPE_5,Incident_SYMPTOM_TYPE_6,Incident_SYMPTOM_TYPE_7,Incident_SYMPTOM_TYPE_8,Incident_SYMPTOM_TYPE_9,Incident_TARGET DRUG,Incident_TEST_TYPE_0,Incident_TEST_TYPE_1,Incident_TEST_TYPE_2,Incident_TEST_TYPE_3,Incident_TEST_TYPE_4,Incident_TEST_TYPE_5
15,36,0,3,0,0,0,0,0,0,0,9,14,1,1,31,9,0,9,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,3,13,1,1,0,0
19,23,0,5,0,0,0,0,0,0,0,8,41,0,0,44,12,18,1,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,7,2,0,0,0
5,0,0,0,0,0,0,6,0,0,0,20,5,0,1,15,18,0,14,20,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,3,1,4,0,0
65,0,0,0,0,0,0,0,0,0,0,14,10,1,3,72,0,0,0,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
1,59,13,0,14,0,0,0,0,0,0,95,0,0,0,64,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3,64,0,0,0,2,0,0,0,0,0,9,8,0,2,48,31,0,3,14,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,1,2,0,0
0,8,0,6,0,0,0,0,0,0,0,13,4,0,2,5,5,3,3,18,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,7,0,0,0,0
2,41,0,0,0,0,0,0,0,0,0,0,0,0,20,35,8,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,6,0,0,0,0
19,17,3,3,3,0,0,20,0,0,0,34,4,0,0,17,11,20,36,20,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,4,0,0,0,0
14,1,0,0,0,8,0,0,0,0,0,27,1,0,0,0,27,27,31,5,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,1,1,0,0,12,0,0,0,0
0,26,0,0,0,0,0,0,0,0,0,7,0,0,1,4,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,18,1,1,0,0,0,0,0,0,0,20,22,0,0,23,28,0,3,43,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,2,1,0,0,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,65,2,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,0,3,0,0,0,0,0,0,0,24,6,0,2,7,18,0,17,29,16,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,5,9,1,0,0,0
2,23,6,1,0,0,0,0,0,0,0,2,18,0,3,58,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0
8,42,0,0,0,27,0,0,0,0,0,46,11,0,0,15,26,4,1,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,28,36,5,2,0,0,0,0,0,0,25,0,0,0,5,43,8,0,36,10,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,1,6,0,0,0,0
6,3,0,9,0,0,0,2,0,0,0,21,8,0,0,15,14,6,11,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,1,9,3,0,0,0,0
53,3,0,12,0,0,0,0,0,0,0,18,4,0,2,23,7,4,0,72,8,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,5,11,0,0,0,0
0,9,12,0,0,0,0,0,0,0,0,4,0,0,0,9,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0
2,32,0,2,0,0,0,0,0,0,0,20,0,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
102,43,0,8,0,0,0,25,0,0,0,32,30,0,4,34,25,16,2,28,3,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,6,0,0,0,0
3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1,0,1,2,0,0,0,4,0,0,0,27,0,0,0,11,8,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,7,0,0,0,0
33,0,0,10,0,1,6,1,0,0,0,53,3,0,1,1,38,17,1,21,8,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,1,2,4,0,6,0,0
56,3,0,2,0,0,0,0,0,0,0,32,2,0,7,2,13,30,0,81,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,0,0,0
11,12,0,2,8,24,0,6,0,0,0,4,5,0,1,6,14,2,2,17,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,0,1,0,6,22,0,0,0,0
7,29,0,0,0,0,0,0,0,0,0,10,1,0,1,28,4,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,44,0,4,0,0,0,0,0,0,0,7,46,0,0,8,9,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
13,3,0,2,0,0,0,0,0,0,0,4,1,0,0,63,2,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,11,0,1,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,9,0,0,0,0,0,0,0,0,0,2,2,0,2,12,11,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,10,6,0,0,0
62,23,0,5,0,0,0,0,0,0,0,9,0,0,10,28,12,1,5,47,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,6,3,0,0,0,0
59,34,0,1,0,0,0,0,0,0,0,51,13,0,4,32,12,3,7,45,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0
12,2,0,32,0,0,1,0,0,0,0,15,6,0,0,50,18,8,1,60,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,26,33,4,1,0,0
13,23,0,0,0,0,0,0,0,0,0,62,8,0,0,10,10,7,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,12,0,0,0,0,0,0,0,0,0,1,0,0,3,18,6,0,0,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7,7,4,2,0,0,0,0,0,0,0,7,2,0,0,24,10,6,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,6,0,0,0,0,0,0,0,4,0,0,4,3,10,0,3,28,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,6,0,0,0,0
13,14,0,3,0,0,0,0,0,0,0,7,6,0,1,16,9,0,0,30,12,3,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,16,7,6,0,0,3,8,0,0,0,0
26,8,0,0,0,0,0,0,0,0,0,9,0,0,0,9,2,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,80,0,5,0,0,0,0,0,0,0,15,0,0,14,31,74,4,0,32,0,1,0,1,0,0,1,0,4,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,8,8,2,2,0,0,30,0,0,0,0
7,12,6,4,0,0,0,0,0,0,0,18,3,0,2,8,7,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,4,0,0,0,0
22,19,0,2,0,0,0,0,0,0,0,31,0,0,0,4,14,0,1,31,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,6,1,0,0,0
8,2,4,2,0,0,0,0,0,0,0,10,0,0,0,6,14,0,0,5,5,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,2,0,0,2,20,0,0,0,0
6,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,61,0,0,0,0
33,55,6,9,0,0,0,0,0,0,0,23,43,0,5,43,29,11,9,11,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,8,1,0,0,0
10,13,0,2,0,0,0,0,0,0,0,12,0,0,0,2,5,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
0,0,0,16,0,0,0,0,0,0,0,8,1,0,0,1,26,4,18,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,10,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,1,9,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,3,1,0,0,0,28,0,0,0,0
17,26,0,4,0,0,0,0,0,0,0,14,3,0,1,43,30,37,0,27,4,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,37,0,0
96,62,0,3,0,0,0,19,0,0,0,10,10,0,3,54,15,18,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,2,0,0,0
33,60,0,0,0,1,0,0,0,0,0,3,21,0,22,61,4,1,0,23,6,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,7,0,0,0,0
9,5,0,3,0,0,0,0,0,0,0,21,2,0,0,11,3,2,13,44,14,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,9,1,0,0,0
25,21,2,7,0,0,0,0,0,0,0,14,1,0,0,38,3,0,0,19,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,14,1,0,0,0
10,13,0,0,0,1,0,0,0,0,0,5,1,0,0,18,4,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1
2,38,0,0,0,1,0,0,0,0,0,7,3,0,1,22,30,1,1,16,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0
49,5,4,3,0,0,0,0,0,0,0,15,2,0,0,2,7,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2,0,4,1,0,0,0,0,0,0,3,0,0,3,13,3,0,0,23,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
9,15,0,3,0,0,0,0,0,0,0,10,0,0,3,23,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2,0,0,7,0,2,0,0,0,0,0,9,0,0,1,2,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,19,0,0,2,14,19,0,3,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0
6,3,0,0,0,0,0,0,0,0,0,11,5,0,9,1,15,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,1,0,0,0
2,8,0,0,0,0,0,0,0,0,0,5,12,0,1,9,6,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,0,4,21,0,0,0,0,0,0,31,31,0,3,37,8,22,26,53,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,15,2,2,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,49,0,10,0,4,0,0,0,0,0,8,0,0,0,9,20,10,3,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,4,15,1,0,0,0
39,21,0,0,0,0,0,0,0,0,0,45,84,0,0,58,2,0,1,41,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,0,0,0
65,65,0,3,0,2,0,0,0,0,0,41,14,0,1,58,8,24,28,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,0,0,0,9,1,2,0,0
25,17,0,9,0,0,0,0,0,0,0,20,3,0,0,13,11,4,5,48,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,7,1,0,0,0
85,40,0,9,3,1,0,0,0,0,0,95,24,0,0,3,24,3,5,43,10,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0
0,48,0,0,0,0,0,0,0,0,0,8,0,0,0,39,3,0,25,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
7,32,2,6,0,0,0,0,0,0,0,11,7,0,2,26,8,0,5,22,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,3,0,0,0,0
20,4,1,0,0,0,0,0,0,0,0,21,0,0,0,32,25,1,2,3,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0
46,33,0,7,0,0,73,0,0,0,0,94,44,0,0,18,34,0,0,62,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,1,3,0,0,0,0
8,21,0,6,0,0,0,0,0,0,0,30,0,0,14,30,15,19,0,6,1,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,7,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,9,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,0,1,0,0
17,13,3,8,0,1,0,0,0,0,0,28,1,0,0,7,11,0,2,38,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,0,3,0,1,4,0,0,0,0
1,0,5,0,0,0,0,0,0,0,0,9,0,0,1,1,10,0,5,5,7,0,5,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,0,0,0,0,0,0
4,42,0,0,0,0,25,0,0,0,0,12,0,0,0,51,20,6,2,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,10,2,12,0,0,0,7,0,0,0,46,2,0,1,14,20,0,49,39,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,5,0,0,0,0
3,25,1,9,0,6,0,0,0,0,0,12,4,0,0,18,21,0,9,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,1,0,0,2,16,0,0,0,0
5,29,0,1,0,0,0,1,0,0,0,26,27,0,7,12,29,14,20,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,38,0,1,0,1,0,4,0,0,0,38,1,0,4,25,13,4,2,48,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,3,1,5,0,0
3,2,0,2,0,0,0,0,0,0,0,10,0,0,5,4,4,1,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0
1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,22,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,0,0,0,0,9,0,0,0,0
10,14,1,0,0,0,0,0,0,0,0,6,1,0,0,18,16,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
8,37,0,0,0,0,0,0,0,0,0,43,29,0,0,41,11,21,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,62,0,1,0,0,0,0,0,0,0,27,25,0,1,65,12,0,29,97,1,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,2,1,0,0,0,0
22,0,0,0,0,1,0,0,0,0,0,31,1,0,0,37,9,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,3,0,0,0,0,0,0,0,0,0,9,8,2,3,13,3,0,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,36,0,14,0,0,0,0,0,0,0,12,2,0,0,25,20,4,2,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0
5,5,0,7,0,0,0,0,0,0,0,12,6,0,1,12,20,0,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,6,14,0,0,0,0
0,30,0,0,0,0,0,0,0,0,0,6,7,0,0,29,16,12,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,7,0,0,9,57,28,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,0,0,0
8,5,0,0,0,0,0,0,0,0,0,3,0,0,1,28,17,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3,30,0,7,0,0,0,0,0,0,0,8,38,0,3,40,12,18,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,4,1,0,0,0
6,13,0,5,0,0,0,0,0,0,0,18,1,0,0,1,8,2,7,23,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,6,0,1,0,0
4,22,0,3,0,50,0,0,0,0,0,20,1,0,2,0,24,23,0,37,6,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,10,0,0,0,0
19,4,0,0,0,0,0,0,0,0,0,2,6,0,10,66,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,0,1,0,0,0,0,0,0,0,45,0,0,0,50,18,7,26,55,6,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,1,1,1,12,4,0,0,0
4,9,0,5,0,0,0,0,0,0,0,11,7,0,5,6,13,0,14,4,2,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,0,1,2,19,1,0,0,1
1,9,0,0,0,0,0,0,0,0,0,11,6,0,0,16,8,15,3,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28,0,4,0,0,0,0,0,0,0,2,0,0,1,39,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0
0,0,0,18,0,0,0,0,0,0,0,37,12,0,0,0,13,0,5,37,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,14,0,0,0,0
90,25,0,0,0,0,0,0,0,0,0,66,50,0,28,60,17,0,0,97,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0
18,24,2,0,0,0,0,0,0,0,0,9,14,0,2,17,9,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,14,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,1,0,12,0,0,0,0
